dataset,delta,cal_picp,cal_mpiw,conf_picp,conf_mpiw
boston,-0.001,0.9405940594059405,32.19072341918945,0.803921568627451,30.23076057434082
boston,0.0,0.9405940594059405,31.69485092163086,0.803921568627451,29.815624237060547
boston,0.001,0.9405940594059405,31.188352584838867,0.8235294117647058,29.7469539642334
boston,0.002,0.9306930693069307,30.80608558654785,0.8235294117647058,29.53580093383789
boston,0.003,0.9306930693069307,30.389122009277344,0.8431372549019608,29.218734741210938
boston,0.004,0.9306930693069307,30.090465545654297,0.8431372549019608,28.953062057495117
boston,0.005,0.9306930693069307,29.7667179107666,0.8529411764705882,28.81832504272461
boston,0.006,0.9306930693069307,29.44941520690918,0.8529411764705882,28.54400062561035
boston,0.007,0.9207920792079208,29.145673751831055,0.8529411764705882,28.506393432617188
boston,0.008,0.9207920792079208,28.864694595336914,0.8529411764705882,28.365373611450195
boston,0.009,0.9207920792079208,28.630300521850586,0.8529411764705882,28.236282348632812
boston,0.01,0.9108910891089109,28.264015197753906,0.8529411764705882,27.911333084106445
boston,0.011,0.9108910891089109,28.03631019592285,0.8627450980392157,27.800004959106445
boston,0.012,0.9108910891089109,27.727445602416992,0.8627450980392157,27.512563705444336
boston,0.013,0.900990099009901,27.36833381652832,0.8725490196078431,27.368831634521484
boston,0.014,0.900990099009901,27.02064323425293,0.8725490196078431,27.06757164001465
boston,0.015,0.900990099009901,26.674819946289062,0.8725490196078431,26.666906356811523
boston,0.016,0.900990099009901,26.435237884521484,0.8725490196078431,26.581918716430664
boston,0.017,0.900990099009901,26.087493896484375,0.8529411764705882,26.168657302856445
boston,0.018,0.900990099009901,25.682199478149414,0.8627450980392157,25.82994842529297
boston,0.019,0.900990099009901,25.34235954284668,0.8627450980392157,25.509780883789062
boston,0.02,0.8910891089108911,25.075265884399414,0.8725490196078431,25.331066131591797
boston,0.021,0.8910891089108911,24.804428100585938,0.8725490196078431,25.1102352142334
boston,0.022,0.900990099009901,24.609041213989258,0.8725490196078431,24.852296829223633
boston,0.023,0.8910891089108911,24.434913635253906,0.8725490196078431,24.743242263793945
boston,0.024,0.8910891089108911,24.119375228881836,0.8627450980392157,24.358549118041992
boston,0.025,0.8910891089108911,23.82312774658203,0.8627450980392157,24.1261043548584
boston,0.026,0.8811881188118812,23.637842178344727,0.8725490196078431,24.094348907470703
boston,0.027,0.8910891089108911,23.344860076904297,0.8529411764705882,23.745468139648438
boston,0.028,0.8811881188118812,22.903209686279297,0.8529411764705882,23.408716201782227
boston,0.029,0.8910891089108911,22.58742904663086,0.8431372549019608,23.064292907714844
